iter	RMSE
321	36.14862989
322	36.11835476
323	36.09294822
324	36.06252447
325	36.03283229
326	35.9981364
327	35.97082845
328	35.94992092
329	35.89757889
330	35.8805431
331	35.85473574
332	35.8127174
333	35.79235104
334	35.77537157
335	35.75238863
336	35.73626912
337	35.71609943
338	35.67607037
339	35.62583509
340	35.60731673
341	35.58332192
342	35.56533195
343	35.55455489
344	35.53421447
345	35.52616488
346	35.49642026
347	35.46893993
348	35.43857948
349	35.4077429
350	35.38673851
351	35.37099489
352	35.34265513
353	35.32647509
354	35.30821689
355	35.29226274
356	35.27623109
357	35.24763445
358	35.22432007
359	35.21011403
360	35.18478113
361	35.17088873
362	35.15377394
363	35.12805897
364	35.10227962
365	35.08110314
366	35.05813595
367	35.0253715
368	35.0104531
369	34.9928806
370	34.97272605
371	34.94976931
372	34.93275637
373	34.92089605
374	34.90409748
375	34.86969371
376	34.85509041
377	34.83613599
378	34.82278832
379	34.80602331
380	34.78265981
381	34.76213311
382	34.73056961
383	34.71891628
384	34.70832702
385	34.68469378
386	34.670769
387	34.66134064
388	34.63577206
389	34.60678523
390	34.59378384
391	34.57470723
392	34.55347226
393	34.54060876
394	34.50619725
395	34.48744889
396	34.47154096
397	34.44916986
398	34.43684072
399	34.41611732
400	34.39709633
401	34.3625787
402	34.34136818
403	34.31777068
404	34.29845767
405	34.28045061
406	34.26918
407	34.25841548
408	34.23787088
409	34.21520399
410	34.18712297
411	34.17828052
412	34.16728448
413	34.14872558
414	34.12979246
415	34.09588375
416	34.08441378
417	34.07121451
418	34.06365513
419	34.00700926
420	33.98197676
421	33.96796049
422	33.94657809
423	33.93452821
424	33.92427331
425	33.90065172
426	33.88557815
427	33.85722499
428	33.84125498
429	33.82174004
430	33.81317473
431	33.784985
432	33.77566057
433	33.75984011
434	33.7414312
435	33.72643272
436	33.69910326
437	33.69108431
438	33.67602347
439	33.65101222
440	33.63427595
441	33.60151837
442	33.59378494
443	33.58152783
444	33.56882929
445	33.54531006
446	33.5366449
447	33.51601588
448	33.49758703
449	33.47786151
450	33.46297046
451	33.44188689
452	33.42127776
453	33.4037787
454	33.38061456
455	33.35030074
456	33.34121757
457	33.32255539
458	33.31094281
459	33.29896862
460	33.29080759
461	33.2781927
462	33.26352243
463	33.24378031
464	33.224709
465	33.19237976
466	33.17375983
467	33.15813789
468	33.14631104
469	33.12807839
470	33.11256254
471	33.09415737
472	33.07941042
473	33.06119972
474	33.04602785
475	33.02655635
476	33.01757928
477	32.99758976
478	32.98380006
479	32.97391267
480	32.95386391
481	32.94623481
482	32.93208644
483	32.90203033
484	32.88714268
485	32.87767076
486	32.86090792
487	32.8491768
488	32.83403153
489	32.8105623
490	32.78155523
491	32.7673901
492	32.75935567
493	32.74071184
494	32.73114266
495	32.69550865
496	32.6852116
497	32.66442119
498	32.63977967
499	32.62250093
500	32.60766067
501	32.59618624
502	32.58514065
503	32.57687293
504	32.56761917
505	32.55133012
506	32.54405162
507	32.52676842
508	32.50644376
509	32.48266558
510	32.46224635
511	32.44692976
512	32.42828394
513	32.41813666
514	32.40998374
515	32.3903983
516	32.37446446
517	32.3666982
518	32.36010967
519	32.33670232
520	32.32115285
521	32.29481254
522	32.28775098
523	32.27572197
524	32.24824119
525	32.23929864
526	32.22892569
527	32.21630414
528	32.19989589
529	32.17506624
530	32.16079771
531	32.14358795
532	32.12601333
533	32.09512378
534	32.0810262
535	32.06162285
536	32.04083825
537	32.02451068
538	32.00540981
539	31.99472772
540	31.9790092
541	31.96613056
542	31.95221161
543	31.93857585
544	31.92254823
545	31.91097701
546	31.90181414
547	31.89523507
548	31.88073912
549	31.86107449
550	31.83851021
551	31.82386066
552	31.81102852
553	31.80475201
554	31.78230986
555	31.74498688
556	31.73321358
557	31.71503779
558	31.7092207
559	31.69675222
560	31.68020949
561	31.66949595
562	31.64801381
563	31.64128874
564	31.62023508
565	31.60534767
566	31.59364028
567	31.57465838
568	31.56545764
569	31.54740356
570	31.5419587
571	31.53433199
572	31.51762558
573	31.51105024
574	31.49897913
575	31.48343429
576	31.47283071
577	31.46565346
578	31.454235
579	31.44455359
580	31.43319592
581	31.41594558
582	31.40904972
583	31.39493703
584	31.38537999
585	31.37448873
586	31.35469183
587	31.33498433
588	31.31394899
589	31.30403351
590	31.2880329
591	31.27298741
592	31.25427575
593	31.21685831
594	31.18508526
595	31.18194395
596	31.17073773
597	31.15804796
598	31.1482747
599	31.1329869
600	31.12603054
601	31.1185587
602	31.10451295
603	31.09083273
604	31.07896976
605	31.07285045
606	31.06092654
607	31.05088675
608	31.04418569
609	31.03651507
610	31.025312
611	31.00770664
612	30.99832449
613	30.97571243
614	30.96754334
615	30.95150055
616	30.94230264
617	30.92142252
618	30.91178003
619	30.89734687
620	30.88443384
621	30.87074091
622	30.86226557
623	30.855692
624	30.84120268
625	30.83187371
626	30.82147942
627	30.80891588
628	30.80344755
629	30.78502197
630	30.77506662
631	30.75712868
632	30.74133123
633	30.7347972
634	30.72264169
635	30.7074817
636	30.69509212
637	30.67671155
638	30.66830877
639	30.66105941
640	30.63878444
641	30.62913532
642	30.60278071
643	30.59500167
644	30.5874303
645	30.57834406
646	30.56651029
647	30.54705933
648	30.53161068
649	30.52341149
650	30.51670229
651	30.50116507
652	30.49174567
653	30.48344467
654	30.47123822
655	30.46173987
656	30.44841367
657	30.43107076
658	30.42029055
659	30.41010296
660	30.39523743
661	30.37647181
662	30.36992484
663	30.36071925
664	30.33068916
665	30.32040177
666	30.30583537
667	30.29706259
668	30.28995948
669	30.28146319
670	30.27500426
671	30.26211758
672	30.25202474
673	30.23642786
674	30.22379481
675	30.21020943
676	30.18819572
677	30.17302841
678	30.1542693
679	30.14187605
680	30.12991293
681	30.11428109
682	30.09759075
683	30.08758929
684	30.07288044
685	30.06831888
686	30.06242628
687	30.04175697
688	30.03267617
689	30.02595656
690	30.01166595
691	30.00306038
692	29.99147201
693	29.97835026
694	29.96280081
695	29.95063812
696	29.93732962
697	29.92919355
698	29.92107682
699	29.90109797
700	29.89427494
701	29.88231505
702	29.87468349
703	29.86838703
704	29.85521597
705	29.85254549
706	29.84040369
707	29.82225865
708	29.81440941
709	29.79565648
710	29.78269573
711	29.77117628
712	29.75829813
713	29.74775802
714	29.73638679
715	29.727968
716	29.71966987
717	29.70347994
718	29.69324775
719	29.67744093
720	29.66844447
721	29.66585602
722	29.65626613
723	29.64783994
724	29.64034417
725	29.63053542
726	29.62251836
727	29.6154315
728	29.60345016
729	29.59594014
730	29.59049404
731	29.58570144
732	29.56753898
733	29.55912312
734	29.54939671
735	29.53705305
736	29.53022447
737	29.51957507
738	29.51002015
739	29.49694375
740	29.47023541
741	29.44664077
742	29.4402538
743	29.43342066
744	29.42236644
745	29.39565211
746	29.39319629
747	29.38181259
748	29.36467342
749	29.35290141
750	29.3445761
751	29.33565022
752	29.33129584
753	29.30694485
754	29.29408936
755	29.28696481
756	29.27490185
757	29.26744418
758	29.25514712
759	29.24765862
760	29.2376706
761	29.21876669
762	29.21145915
763	29.20162362
764	29.19477548
765	29.18292852
766	29.17360662
767	29.16742381
768	29.14744964
769	29.13379858
770	29.10793719
771	29.10201121
772	29.09385884
773	29.0790006
774	29.07096411
775	29.06068827
776	29.05442368
777	29.04585198
778	29.0366226
779	29.03046298
780	29.01537187
781	29.00648624
782	29.00239934
783	28.99277675
784	28.98485175
785	28.97712187
786	28.96609573
787	28.95815761
788	28.9484888
789	28.9409614
790	28.9386541
791	28.93369605
792	28.93141915
793	28.9233829
794	28.91100057
795	28.90169916
796	28.89085611
797	28.88388197
798	28.87593531
799	28.86436304
800	28.85443779
801	28.8470137
802	28.82943702
803	28.8197576
804	28.81061866
805	28.80238993
806	28.79270125
807	28.78503956
808	28.77512666
809	28.76111245
810	28.75374449
811	28.74553079
812	28.7313286
813	28.71840859
814	28.71062739
815	28.69742288
816	28.6811003
817	28.67491294
818	28.65857925
819	28.65092509
820	28.64483039
821	28.63344659
822	28.62132126
823	28.61393767
824	28.60183828
825	28.58464482
826	28.57765157
827	28.56811773
828	28.56252437
829	28.55267795
830	28.5394935
831	28.53357971
832	28.52634157
833	28.52058557
834	28.5120079
835	28.50497763
836	28.49669203
837	28.48312217
838	28.47695676
839	28.47218227
840	28.44801057
841	28.43855137
842	28.42950934
843	28.42518203
844	28.41592412
845	28.40887907
846	28.39745781
847	28.37873856
848	28.36788873
849	28.36110502
850	28.35493955
851	28.34810192
852	28.34236203
853	28.33310658
854	28.32802357
855	28.32310202
856	28.30690748
857	28.29576419
858	28.28822784
859	28.27717294
860	28.26838161
861	28.24673444
862	28.23580369
863	28.22672678
864	28.21756604
865	28.20159992
866	28.19478893
867	28.17588391
868	28.16389249
869	28.15636305
870	28.15107878
871	28.14633447
872	28.13375231
873	28.12267566
874	28.11395103
875	28.09516276
876	28.08912722
877	28.08223527
878	28.06315193
879	28.05649634
880	28.04888263
881	28.02611917
882	28.01972132
883	28.00868039
884	28.00142273
885	27.99553061
886	27.98941343
887	27.97589814
888	27.96247631
889	27.9574669
890	27.9488454
891	27.94240462
892	27.93566631
893	27.92040754
894	27.90944462
895	27.90094956
896	27.88863776
897	27.88274705
898	27.87095261
899	27.86441616
900	27.85816359
901	27.852898
902	27.84793027
903	27.84225898
904	27.83528193
905	27.82770349
906	27.8196642
907	27.81361364
908	27.79879938
909	27.78510013
910	27.77331285
911	27.76539047
912	27.75326668
913	27.74797988
914	27.74433914
915	27.7293283
916	27.72108394
917	27.70856533
918	27.7028846
919	27.68852212
920	27.6725228
921	27.66220956
922	27.65491851
923	27.64729389
924	27.63519124
925	27.63146151
926	27.62534804
927	27.61946095
928	27.60797139
929	27.59494275
930	27.58955358
931	27.58217852
932	27.56444053
933	27.56037895
934	27.55551238
935	27.54977115
936	27.54452646
937	27.53947685
938	27.53289608
939	27.5300054
940	27.52222862
941	27.51754261
942	27.50150671
943	27.47990587
944	27.47044251
945	27.46509322
946	27.4605032
947	27.45296664
948	27.44230752
949	27.43757281
950	27.42980758
951	27.42240205
952	27.4119478
953	27.4044354
954	27.39700597
955	27.39027299
956	27.38609739
957	27.37600175
958	27.36911909
959	27.36015246
960	27.35120832
961	27.34316338
962	27.33417664
963	27.32539382
964	27.31609259
965	27.3101971
966	27.30187641
967	27.29403761
968	27.27906646
969	27.27397088
970	27.2585343
971	27.25339699
972	27.24749293
973	27.23849667
974	27.2341641
975	27.22948079
976	27.21503641
977	27.20075586
978	27.19143528
979	27.1868711
980	27.18039549
981	27.16731188
982	27.15535879
983	27.14337881
984	27.13309623
985	27.1263139
986	27.11409095
987	27.10889661
988	27.10289578
989	27.09862919
990	27.09309691
991	27.08323077
992	27.07515981
993	27.06964337
994	27.06490196
995	27.06051839
996	27.05346217
997	27.05172643
998	27.04617989
999	27.04099049
