iter	Passed	Remaining
254	1180	3448
255	1184	3442
256	1187	3433
257	1191	3425
258	1195	3420
259	1199	3415
260	1203	3407
261	1206	3398
262	1210	3391
263	1213	3384
264	1218	3378
265	1221	3371
266	1224	3362
267	1228	3354
268	1232	3349
269	1235	3341
270	1239	3333
271	1243	3327
272	1247	3321
273	1250	3313
274	1253	3305
275	1257	3297
276	1260	3289
277	1264	3284
278	1267	3276
279	1271	3269
280	1274	3261
281	1277	3253
282	1281	3247
283	1284	3239
284	1288	3231
285	1291	3223
286	1294	3216
287	1298	3210
288	1302	3204
289	1306	3198
290	1310	3192
291	1315	3188
292	1319	3183
293	1323	3177
294	1327	3173
295	1332	3168
296	1335	3162
297	1339	3154
298	1342	3147
299	1347	3143
300	1350	3136
301	1354	3130
302	1357	3122
303	1361	3118
304	1365	3110
305	1368	3103
306	1371	3096
307	1375	3090
308	1379	3084
309	1382	3077
310	1385	3070
311	1388	3062
312	1393	3058
313	1396	3050
314	1399	3043
315	1402	3036
316	1405	3029
317	1410	3024
318	1413	3017
319	1416	3010
320	1419	3003
321	1424	2998
322	1428	2993
323	1431	2987
324	1435	2980
325	1438	2973
326	1442	2969
327	1445	2962
328	1449	2955
329	1453	2951
330	1457	2946
331	1461	2940
332	1464	2933
333	1468	2927
334	1471	2920
335	1475	2916
336	1478	2909
337	1481	2902
338	1485	2896
339	1489	2891
340	1492	2884
341	1495	2878
342	1500	2873
343	1503	2866
344	1507	2861
345	1510	2854
346	1513	2848
347	1516	2842
348	1520	2837
349	1524	2830
350	1528	2825
351	1531	2819
352	1534	2812
353	1539	2808
354	1542	2803
355	1546	2797
356	1549	2790
357	1553	2785
358	1556	2779
359	1560	2773
360	1563	2766
361	1566	2760
362	1570	2755
363	1573	2749
364	1576	2743
365	1580	2737
366	1584	2732
367	1589	2728
368	1593	2725
369	1597	2720
370	1602	2716
371	1606	2712
372	1609	2706
373	1613	2700
374	1616	2693
375	1621	2690
376	1624	2684
377	1627	2677
378	1630	2671
379	1633	2665
380	1638	2661
381	1642	2656
382	1645	2650
383	1649	2646
384	1655	2643
385	1659	2639
386	1663	2635
387	1668	2632
388	1672	2627
389	1676	2621
390	1679	2615
391	1683	2611
392	1686	2605
393	1689	2599
394	1693	2593
395	1696	2587
396	1701	2583
397	1704	2577
398	1707	2571
399	1710	2565
400	1714	2560
401	1717	2555
402	1720	2549
403	1724	2543
404	1727	2537
405	1731	2533
406	1735	2528
407	1738	2522
408	1742	2518
409	1746	2512
410	1750	2508
411	1753	2502
412	1756	2496
413	1759	2491
414	1763	2486
415	1767	2480
416	1770	2474
417	1773	2469
418	1776	2463
419	1781	2459
420	1784	2453
421	1787	2448
422	1791	2443
423	1794	2438
424	1799	2434
425	1802	2428
426	1806	2423
427	1809	2418
428	1813	2413
429	1816	2408
430	1819	2402
431	1822	2396
432	1825	2390
433	1829	2386
434	1832	2380
435	1836	2375
436	1839	2369
437	1842	2363
438	1847	2360
439	1851	2356
440	1854	2350
441	1857	2345
442	1862	2341
443	1866	2337
444	1870	2333
445	1878	2333
446	1884	2331
447	1889	2328
448	1897	2328
449	1903	2326
450	1908	2323
451	1913	2319
452	1916	2314
453	1919	2308
454	1923	2303
455	1929	2301
456	1932	2296
457	1936	2291
458	1939	2286
459	1944	2282
460	1948	2278
461	1953	2274
462	1957	2270
463	1961	2265
464	1964	2260
465	1967	2254
466	1971	2249
467	1975	2245
468	1978	2239
469	1981	2234
470	1984	2228
471	1988	2224
472	1992	2219
473	1995	2214
474	1998	2209
475	2001	2203
476	2005	2198
477	2009	2194
478	2012	2188
479	2015	2183
480	2019	2178
481	2023	2174
482	2026	2169
483	2029	2163
484	2033	2159
485	2036	2154
486	2041	2150
487	2045	2145
488	2048	2140
489	2051	2135
490	2056	2131
491	2059	2126
492	2062	2121
493	2065	2116
494	2069	2110
495	2073	2106
496	2076	2101
497	2080	2096
498	2083	2091
499	2086	2086
500	2090	2082
501	2093	2076
502	2096	2071
503	2099	2066
504	2104	2062
505	2107	2057
506	2111	2052
507	2114	2047
508	2117	2042
509	2121	2038
510	2124	2033
511	2127	2028
512	2130	2022
513	2134	2017
514	2138	2014
515	2141	2009
516	2144	2003
517	2147	1998
518	2151	1994
519	2155	1989
520	2159	1985
521	2162	1980
522	2166	1976
523	2171	1972
524	2174	1967
525	2178	1963
526	2183	1960
527	2188	1956
528	2191	1951
529	2195	1946
530	2199	1942
531	2203	1938
532	2207	1933
533	2210	1929
534	2213	1924
535	2218	1920
536	2221	1915
537	2224	1910
538	2228	1905
539	2231	1901
540	2235	1896
541	2238	1891
542	2242	1887
543	2245	1882
544	2249	1878
545	2253	1874
546	2257	1869
547	2260	1864
548	2263	1859
549	2267	1855
550	2270	1850
551	2274	1845
552	2277	1840
553	2280	1836
554	2285	1832
555	2288	1827
556	2291	1822
557	2295	1817
558	2299	1814
559	2302	1809
560	2305	1804
561	2308	1799
562	2312	1794
563	2316	1790
564	2319	1785
565	2322	1780
566	2325	1776
567	2330	1772
568	2334	1768
569	2337	1763
570	2340	1758
571	2343	1753
572	2348	1750
573	2352	1745
574	2355	1740
575	2358	1736
576	2363	1732
577	2366	1727
578	2369	1722
579	2372	1718
580	2377	1714
581	2381	1710
582	2384	1705
583	2387	1700
584	2390	1696
585	2395	1692
586	2398	1687
587	2402	1683
588	2405	1678
589	2409	1674
590	2413	1670
591	2416	1665
592	2419	1660
593	2423	1656
594	2428	1652
595	2431	1648
596	2434	1643
597	2438	1639
598	2442	1635
599	2446	1631
600	2450	1626
601	2453	1621
602	2456	1617
603	2460	1613
604	2464	1609
605	2467	1604
606	2470	1599
607	2474	1595
608	2478	1591
609	2482	1587
610	2485	1582
611	2489	1578
612	2493	1574
613	2496	1569
614	2500	1565
615	2504	1561
616	2508	1557
617	2511	1552
618	2515	1548
619	2518	1543
620	2521	1538
621	2525	1535
622	2529	1530
623	2532	1525
624	2535	1521
625	2538	1516
626	2542	1512
627	2546	1508
628	2549	1503
629	2552	1499
630	2557	1495
631	2561	1491
632	2565	1487
633	2568	1483
634	2574	1479
635	2577	1475
636	2580	1470
637	2583	1465
638	2587	1461
639	2590	1457
640	2593	1452
641	2597	1448
642	2600	1443
643	2604	1439
644	2607	1435
645	2610	1430
646	2613	1426
647	2617	1421
648	2621	1417
649	2624	1413
650	2628	1408
651	2631	1404
652	2634	1400
653	2638	1395
654	2641	1391
655	2645	1387
656	2648	1382
657	2652	1378
658	2656	1374
659	2660	1370
660	2663	1366
661	2666	1361
662	2671	1357
663	2674	1353
664	2678	1349
665	2681	1345
666	2686	1341
667	2689	1336
668	2693	1332
669	2696	1328
670	2700	1323
671	2703	1319
672	2707	1315
673	2710	1311
674	2713	1306
675	2718	1302
676	2721	1298
677	2725	1294
678	2728	1289
679	2731	1285
680	2735	1281
681	2739	1277
682	2742	1272
683	2745	1268
684	2749	1264
685	2753	1260
686	2756	1255
687	2760	1251
688	2763	1247
689	2767	1243
690	2771	1239
691	2775	1235
692	2778	1230
693	2782	1227
694	2786	1222
695	2789	1218
696	2792	1214
697	2796	1209
698	2800	1206
699	2803	1201
700	2806	1197
701	2810	1192
702	2814	1189
703	2818	1185
704	2821	1180
705	2824	1176
706	2827	1171
707	2832	1168
708	2835	1163
709	2838	1159
710	2841	1155
711	2847	1151
712	2850	1147
713	2854	1143
714	2857	1138
715	2861	1134
716	2865	1131
717	2869	1127
718	2872	1122
719	2876	1118
720	2881	1114
721	2883	1110
722	2887	1106
723	2890	1101
724	2894	1097
725	2898	1093
726	2901	1089
727	2905	1085
728	2908	1081
729	2912	1077
730	2916	1073
731	2919	1068
732	2923	1064
733	2927	1060
734	2930	1056
735	2934	1052
736	2937	1048
737	2941	1044
738	2945	1040
739	2948	1035
740	2951	1031
741	2955	1027
742	2959	1023
743	2962	1019
744	2966	1015
745	2969	1011
746	2972	1006
747	2976	1002
748	2981	998
749	2984	994
750	2987	990
751	2992	986
752	2995	982
753	2998	978
754	3002	974
755	3005	969
756	3009	966
757	3013	962
758	3016	957
759	3019	953
760	3023	949
761	3027	945
762	3030	941
763	3033	937
764	3036	932
765	3040	928
766	3043	924
767	3046	920
768	3049	916
769	3052	911
770	3057	908
771	3060	903
772	3063	899
773	3066	895
774	3069	891
775	3075	887
776	3079	883
777	3082	879
778	3085	875
779	3090	871
780	3093	867
781	3096	863
782	3099	858
783	3102	854
784	3107	850
785	3110	846
786	3113	842
787	3116	838
788	3120	834
789	3124	830
790	3127	826
791	3130	822
792	3133	817
793	3137	814
794	3141	809
795	3144	805
796	3147	801
797	3150	797
798	3155	793
799	3158	789
800	3161	785
801	3165	781
802	3168	777
803	3172	773
804	3176	769
805	3179	765
806	3183	761
807	3187	757
808	3192	753
809	3195	749
810	3198	745
811	3202	741
812	3206	737
813	3209	733
814	3213	729
815	3216	725
816	3221	721
817	3224	717
818	3227	713
819	3230	709
820	3234	705
821	3237	701
822	3241	697
823	3244	693
824	3247	688
825	3252	685
826	3255	681
827	3258	676
828	3261	672
829	3265	668
830	3269	664
831	3272	660
832	3276	656
833	3280	652
834	3285	649
835	3289	645
836	3293	641
837	3297	637
838	3301	633
839	3304	629
840	3307	625
841	3310	621
842	3313	617
843	3317	613
844	3320	609
845	3323	605
846	3327	601
847	3331	597
848	3335	593
849	3338	589
850	3341	585
851	3344	580
852	3348	577
853	3352	573
854	3354	568
855	3358	564
856	3361	560
857	3365	557
858	3368	552
859	3371	548
860	3375	544
861	3379	541
862	3383	537
863	3386	533
864	3390	529
865	3393	525
866	3397	521
867	3401	517
868	3404	513
869	3407	509
870	3410	505
871	3414	501
872	3417	497
873	3421	493
874	3424	489
875	3428	485
876	3431	481
877	3434	477
878	3438	473
879	3441	469
880	3445	465
881	3449	461
882	3452	457
883	3455	453
884	3458	449
885	3462	445
886	3466	441
887	3469	437
888	3472	433
889	3477	429
890	3480	425
891	3483	421
892	3486	417
893	3489	413
894	3494	409
895	3498	406
896	3501	402
897	3504	398
898	3508	394
899	3512	390
900	3516	386
901	3519	382
902	3523	378
903	3527	374
904	3530	370
905	3533	366
906	3536	362
907	3541	358
908	3544	354
909	3547	350
910	3551	346
911	3554	342
912	3558	339
913	3562	335
914	3566	331
915	3569	327
916	3583	324
917	3587	320
918	3592	316
919	3596	312
920	3600	308
921	3603	304
922	3607	300
923	3610	296
924	3613	293
925	3617	289
926	3620	285
927	3624	281
928	3627	277
929	3631	273
930	3634	269
931	3638	265
932	3642	261
933	3645	257
934	3648	253
935	3651	249
936	3655	245
937	3658	241
938	3661	237
939	3664	233
940	3668	229
941	3672	226
942	3675	222
943	3678	218
944	3681	214
945	3685	210
946	3689	206
947	3692	202
948	3696	198
949	3699	194
950	3703	190
951	3708	186
952	3711	183
953	3714	179
954	3718	175
955	3722	171
956	3725	167
957	3728	163
958	3731	159
959	3735	155
960	3739	151
961	3742	147
962	3745	143
963	3748	139
964	3753	136
965	3756	132
966	3759	128
967	3762	124
968	3765	120
969	3769	116
970	3772	112
971	3775	108
972	3778	104
973	3781	100
974	3786	97
975	3789	93
976	3792	89
977	3795	85
978	3799	81
979	3804	77
980	3807	73
981	3810	69
982	3815	65
983	3818	62
984	3822	58
985	3825	54
986	3828	50
987	3832	46
988	3836	42
989	3839	38
990	3842	34
991	3845	31
992	3849	27
993	3852	23
994	3855	19
995	3859	15
996	3863	11
997	3866	7
998	3869	3
999	3872	0
